,Unnamed: 0,chip_id,chip_x,chip_y,tile,valid_first,valid_second,valid_third,bad_pct_first,bad_pct_second,bad_pct_third,first_image_date,second_image_date,third_image_date,bad_pct_max,na_count,CDL_count,first_cdl_mask,second_cdl_mask,third_cdl_mask
14,14,000_014,-99.11029802298364,35.93647870924887,14SME,49579.0,42337.0,44096.0,0.0418526785714285,0.4583864795918368,0.4145408163265306,2021167.0,2021212.0,2021257.0,0.4583864795918368,0.0,926.0,chip_043_048,chip_053_008,chip_007_010
15,15,000_015,-99.10784066170838,35.876497471749744,14SME,49262.0,42862.0,43944.0,0.0757334183673469,0.3886320153061225,0.3627232142857143,2021167.0,2021212.0,2021257.0,0.3886320153061225,0.0,3378.0,chip_015_022,chip_010_068,chip_006_059
16,16,000_016,-99.10538717897433,35.81651342659433,14SME,49247.0,43877.0,42577.0,0.4862882653061225,0.3388073979591837,0.3607302295918368,2021167.0,2021212.0,2021257.0,0.4862882653061225,0.0,11293.0,chip_047_067,chip_039_043,chip_075_029
17,17,000_017,-99.1029375656095,35.75652651372297,14SME,49266.0,42770.0,43412.0,0.5739795918367347,0.4125478316326531,0.3348214285714285,2021167.0,2021212.0,2021257.0,0.5739795918367347,0.0,6730.0,chip_033_015,chip_074_001,chip_064_037
18,18,000_018,-99.1004918124708,35.6965366731932,14SME,49870.0,44909.0,42856.0,0.1474808673469387,0.3168845663265306,0.9466677295918368,2021167.0,2021212.0,2021257.0,0.9466677295918368,0.0,7661.0,chip_033_047,chip_018_019,chip_040_076
19,19,000_019,-99.098049910444,35.636543845178544,14SME,49352.0,44951.0,42900.0,0.4583864795918368,0.3467793367346938,1.3990752551020411,2021167.0,2021212.0,2021257.0,1.3990752551020411,0.0,16847.0,chip_070_051,chip_058_010,chip_034_013
20,20,000_020,-99.0956118504434,35.57654796996773,14SME,49511.0,45606.0,41281.0,0.4623724489795918,0.2750318877551021,2.124521683673469,2021167.0,2021212.0,2021257.0,2.124521683673469,0.0,14104.0,chip_030_015,chip_003_021,chip_029_021
21,21,000_021,-99.09317762341192,35.516548987963525,14SME,49423.0,44628.0,41963.0,0.0657684948979591,0.2451371173469388,1.8933354591836733,2021167.0,2021212.0,2021257.0,1.8933354591836733,0.0,19560.0,chip_048_062,chip_002_022,chip_024_056
22,22,000_022,-99.09074722032096,35.45654683968175,14SME,48653.0,43289.0,42821.0,0.0856983418367346,0.3766741071428572,0.7493622448979592,2021167.0,2021212.0,2021257.0,0.7493622448979592,0.0,11429.0,chip_001_005,chip_071_049,chip_067_028
23,23,000_023,-99.08832063217014,35.396541465750296,14SME,49230.0,42928.0,41787.0,0.4364636479591837,0.4484215561224489,0.8888711734693877,2021167.0,2021212.0,2021257.0,0.8888711734693877,0.0,8329.0,chip_030_022,chip_062_035,chip_040_040
24,24,000_024,-99.08589784998736,35.33653280690824,14SME,49220.0,44130.0,43080.0,0.7453762755102041,0.3567442602040816,0.9267378826530612,2021167.0,2021212.0,2021257.0,0.9267378826530612,0.0,12304.0,chip_049_014,chip_071_005,chip_003_009
25,25,000_025,-99.0834788648286,35.27652080400472,14SME,49818.0,42943.0,44606.0,0.0996492346938775,0.3886320153061225,0.3188775510204081,2021167.0,2021212.0,2021257.0,0.3886320153061225,0.0,22121.0,chip_025_074,chip_027_079,chip_023_052
26,26,000_026,-99.08106366777784,35.2165053979979,14SME,48806.0,43992.0,45080.0,0.09765625,0.2670599489795918,0.8888711734693877,2021167.0,2021212.0,2021257.0,0.8888711734693877,0.0,36210.0,chip_041_031,chip_003_071,chip_074_024
27,27,000_027,-99.07865224994693,35.15648652995435,14SMD,36339.0,28168.0,44682.0,7.563376913265307,10.672433035714286,0.5181760204081632,2021082.0,2021192.0,2021262.0,10.672433035714286,23.0,,chip_059_025,chip_037_057,chip_066_059
28,28,000_028,-99.07624460247553,35.096464141047605,14SMD,38189.0,46067.0,46196.0,2.443399234693877,0.6138392857142857,0.2511160714285714,2021082.0,2021192.0,2021262.0,2.443399234693877,1.0,,chip_006_055,chip_013_023,chip_023_036
29,29,000_029,-99.07384071653094,35.03643817255756,14SMD,39613.0,43156.0,44519.0,1.7159598214285714,0.4823022959183674,0.6297831632653061,2021082.0,2021192.0,2021262.0,1.7159598214285714,2.0,,chip_075_039,chip_064_058,chip_075_012
30,30,000_030,-99.071440583308,34.976408565869306,14SMD,42074.0,36089.0,45050.0,2.184311224489796,4.737324617346938,0.4185267857142857,2021082.0,2021192.0,2021262.0,4.737324617346938,0.0,35569.0,chip_044_008,chip_029_017,chip_073_033
31,31,000_031,-99.06904419402905,34.91637526247223,14SMD,41731.0,28179.0,45317.0,3.7547831632653055,8.366549744897961,0.4484215561224489,2021082.0,2021192.0,2021262.0,8.366549744897961,21.0,,chip_074_042,chip_039_073,chip_047_013
32,32,000_032,-99.06665153994368,34.85633820395923,14SMD,42426.0,35524.0,45472.0,1.6501913265306123,3.4259406887755097,0.6596779336734694,2021082.0,2021192.0,2021262.0,3.4259406887755097,5.0,,chip_002_047,chip_076_009,chip_012_069
33,33,000_033,-99.06426261232887,34.79629733202551,14SMD,46458.0,40396.0,47454.0,0.7433832908163265,1.3432716836734695,0.1175860969387755,2021082.0,2021192.0,2021262.0,1.3432716836734695,6.0,,chip_001_049,chip_008_059,chip_034_014
34,34,000_034,-99.06187740248863,34.736252588467934,14SMD,43098.0,39546.0,47266.0,3.421954719387754,5.024314413265306,0.1634247448979592,2021082.0,2021192.0,2021262.0,5.024314413265306,0.0,,chip_044_053,chip_006_072,chip_006_009
35,35,000_035,-99.05949590175398,34.6762039151836,14SMD,44790.0,41976.0,45985.0,0.8171237244897959,0.4404496173469388,0.2969547193877551,2021082.0,2021192.0,2021262.0,0.8171237244897959,0.0,18319.0,chip_049_002,chip_005_006,chip_045_035
36,36,000_036,-99.0571181014829,34.61615125416961,14SMD,46364.0,36974.0,44331.0,0.7095025510204082,2.947624362244898,0.3946109693877551,2021082.0,2021192.0,2021262.0,2.947624362244898,0.0,31297.0,chip_050_033,chip_037_017,chip_023_015
37,37,000_037,-99.0547439930602,34.55609454752159,14SMD,45595.0,38453.0,43623.0,0.5699936224489796,2.734375,0.8549904336734694,2021082.0,2021192.0,2021262.0,2.734375,0.0,31928.0,chip_022_010,chip_067_011,chip_073_037
38,38,000_038,-99.05237356789736,34.496033737433024,14SMD,45390.0,41855.0,45362.0,0.3826530612244898,1.4588647959183674,1.0443239795918366,2021082.0,2021192.0,2021262.0,1.4588647959183674,0.0,41498.0,chip_073_015,chip_025_038,chip_029_044
39,39,000_039,-99.05000681743248,34.43596876619424,14SMD,44045.0,40333.0,44026.0,1.6920440051020411,1.935188137755102,0.8470184948979592,2021082.0,2021192.0,2021262.0,1.935188137755102,0.0,42421.0,chip_002_039,chip_008_006,chip_046_033
40,40,000_040,-99.04764373313024,34.37589957619158,14SMD,42237.0,40758.0,43267.0,2.240114795918368,1.2137276785714286,1.008450255102041,2021082.0,2021192.0,2021262.0,2.240114795918368,0.0,34531.0,chip_057_024,chip_061_031,chip_004_036
41,41,000_041,-99.04528430648163,34.31582610990647,14SMD,41731.0,34913.0,43101.0,1.901307397959184,5.155851403061225,0.8569834183673469,2021082.0,2021192.0,2021262.0,5.155851403061225,0.0,,chip_001_017,chip_010_031,chip_065_015
42,42,000_042,-99.042928529004,34.2557483099145,14SMC,46880.0,47721.0,37332.0,0.7413903061224489,0.3208705357142857,12.089445153061224,2021077.0,2021097.0,2021272.0,12.089445153061224,9.0,,chip_001_052,chip_017_054,chip_045_007
43,43,000_043,-99.0405763922408,34.19566611888457,14SMC,46082.0,48250.0,33156.0,1.3472576530612246,0.1753826530612245,14.138233418367347,2021077.0,2021097.0,2021272.0,14.138233418367347,1.0,,chip_003_024,chip_029_023,chip_019_011
44,44,000_044,-99.03822788776178,34.13557947957799,14SMC,44267.0,47185.0,22486.0,1.7299107142857142,0.3507653061224489,29.82501594387756,2021077.0,2021097.0,2021272.0,29.82501594387756,41.0,,chip_008_065,chip_023_075,chip_040_021
45,45,000_045,-99.03588300716248,34.07548833484752,14SMC,45981.0,47821.0,34428.0,0.8848852040816326,0.159438775510204,16.61750637755102,2021077.0,2021097.0,2021272.0,16.61750637755102,33.0,,chip_020_030,chip_003_052,chip_003_046
46,46,000_046,-99.03354174206444,34.015392627636665,14SMC,43815.0,49679.0,48098.0,1.7598054846938775,0.0657684948979591,0.4583864795918368,2021077.0,2021097.0,2021272.0,1.7598054846938775,1.0,,chip_001_068,chip_072_045,chip_039_056
47,47,000_047,-99.031204084115,33.955292300978535,14SMC,47665.0,49605.0,47011.0,0.7393973214285714,0.0856983418367346,0.4723373724489796,2021077.0,2021097.0,2021272.0,0.7393973214285714,0.0,714.0,chip_008_031,chip_009_027,chip_022_042
48,48,000_048,-99.02887002498724,33.89518729799541,14SMC,44640.0,49705.0,48030.0,1.83952487244898,0.0518176020408163,0.1614317602040816,2021077.0,2021097.0,2021272.0,1.83952487244898,0.0,183.0,chip_060_036,chip_012_056,chip_021_017
49,49,000_049,-99.02653955637967,33.835077561897286,14SMC,48228.0,49777.0,48330.0,0.6995376275510204,0.0737404336734693,0.137515943877551,2021077.0,2021097.0,2021272.0,0.6995376275510204,0.0,259.0,chip_009_047,chip_022_001,chip_013_029
50,50,000_050,-99.02421267001657,33.774963035981486,14SMC,46931.0,48690.0,45737.0,1.5565210459183674,1.2177136479591837,0.3587372448979592,2021077.0,2021097.0,2021272.0,1.5565210459183674,0.0,209.0,chip_078_014,chip_019_051,chip_071_045
51,51,000_051,-99.02188935764732,33.714843663631704,14SMC,47630.0,49322.0,49599.0,0.9626116071428572,0.0577965561224489,0.0458386479591836,2021077.0,2021097.0,2021272.0,0.9626116071428572,0.0,426.0,chip_065_065,chip_012_068,chip_048_036
52,52,000_052,-99.01956961104686,33.65471938831694,14SMC,49783.0,49835.0,46139.0,0.2770248724489796,0.0438456632653061,0.3208705357142857,2021077.0,2021097.0,2021272.0,0.3208705357142857,0.0,2848.0,chip_042_073,chip_012_063,chip_061_067
53,53,000_053,-99.01725342201529,33.59459015359091,14SMC,49582.0,50074.0,48416.0,0.2969547193877551,0.0259088010204081,0.1076211734693877,2021077.0,2021097.0,2021272.0,0.2969547193877551,0.0,5945.0,chip_042_037,chip_070_007,chip_071_047
54,54,000_054,-99.01494078237764,33.53445590309113,14SMC,49395.0,49916.0,45753.0,0.159438775510204,0.0478316326530612,0.5002391581632653,2021077.0,2021097.0,2021272.0,0.5002391581632653,0.0,15857.0,chip_020_001,chip_033_015,chip_034_075
55,55,000_055,-99.01263168398424,33.474316580537874,14SMC,49774.0,49860.0,43005.0,0.0837053571428571,0.061782525510204,1.6222895408163265,2021077.0,2021097.0,2021272.0,1.6222895408163265,0.0,33088.0,chip_019_050,chip_059_009,chip_039_043
56,56,000_056,-99.01032611871013,33.41417212973368,14SMC,49898.0,49885.0,40086.0,0.0577965561224489,0.1434948979591837,3.356186224489796,2021077.0,2021097.0,2021272.0,3.356186224489796,0.0,11082.0,chip_004_005,chip_067_079,chip_024_076
57,57,000_057,-99.00802407845526,33.354022494562244,14SMB,49538.0,38637.0,38288.0,0.1215720663265306,0.9048150510204082,5.3970025510204085,2021077.0,2021222.0,2021272.0,5.3970025510204085,0.0,,chip_015_018,chip_016_075,chip_046_068
58,58,000_058,-99.00572555514437,33.29386761898778,14SMB,49849.0,43514.0,31448.0,0.0757334183673469,1.3073979591836735,20.479910714285715,2021077.0,2021222.0,2021272.0,20.479910714285715,0.0,,chip_029_049,chip_032_004,chip_002_077
59,59,000_059,-99.00343054072664,33.23370744705398,14SMB,49850.0,44769.0,40734.0,0.039859693877551,0.6656568877551021,3.49968112244898,2021077.0,2021222.0,2021272.0,3.49968112244898,0.0,22470.0,chip_033_078,chip_045_034,chip_012_003
60,60,000_060,-99.00113902717604,33.17354192288353,14SMB,49727.0,42158.0,37905.0,0.0697544642857142,1.5704719387755102,9.737723214285714,2021077.0,2021222.0,2021272.0,9.737723214285714,0.0,,chip_079_058,chip_021_077,chip_048_054
61,61,000_061,-98.99885100649088,33.11337099067676,14SMB,49753.0,42151.0,38308.0,0.1474808673469387,1.5545280612244898,10.503029336734691,2021077.0,2021222.0,2021272.0,10.503029336734691,0.0,,chip_017_051,chip_014_025,chip_022_007
62,62,000_062,-98.99656647069376,33.05319459471157,14SMB,49613.0,44072.0,46967.0,0.68359375,0.3706951530612245,1.6621492346938775,2021077.0,2021222.0,2021272.0,1.6621492346938775,3910.0,,chip_024_035,chip_016_026,chip_000_010
63,63,000_063,-98.99428541183164,32.99301267934189,14SMB,39564.0,36402.0,34629.0,20.581552933673468,15.465561224489791,24.15497448979592,2021077.0,2021222.0,2021272.0,24.15497448979592,115403.0,,chip_074_044,chip_065_078,chip_024_019
64,64,000_064,-98.99200782197563,32.93282518899738,14SMB,25150.0,22820.0,21826.0,49.310427295918366,43.9453125,52.91972257653061,2021077.0,2021222.0,2021272.0,52.91972257653061,288276.0,,chip_072_036,chip_043_060,chip_002_025
65,65,000_065,-98.989733693221,32.87263206818235,14SMB,10958.0,12327.0,8287.0,78.04926658163265,72.6124043367347,81.7203443877551,2021077.0,2021222.0,2021272.0,81.7203443877551,461617.0,,chip_003_033,chip_064_010,chip_033_008
66,66,000_066,-98.98746301768684,32.81243326147503,14SMB,464.0,279.0,106.0,98.99354272959184,96.98660714285714,99.73891900510203,2021077.0,2021222.0,2021272.0,99.73891900510203,592072.0,,chip_072_028,chip_020_016,chip_077_063
67,67,000_067,-98.98519578751622,32.75222871352701,14SMB,0.0,0.0,0.0,100.0,100.0,100.0,2021077.0,2021222.0,2021272.0,100.0,602112.0,,chip_035_022,chip_063_011,chip_041_040
68,68,000_068,-98.9829319948761,32.69201836906201,14SMB,0.0,0.0,0.0,100.0,100.0,100.0,2021077.0,2021222.0,2021272.0,100.0,602112.0,,chip_017_047,chip_064_057,chip_056_012
69,69,000_069,-98.98067163195704,32.631802172875474,14SMB,0.0,0.0,0.0,100.0,100.0,100.0,2021077.0,2021222.0,2021272.0,100.0,602112.0,,chip_008_067,chip_007_018,chip_048_018
70,70,000_070,-98.9784146909733,32.57158006983361,14SMB,0.0,0.0,0.0,100.0,100.0,100.0,2021077.0,2021222.0,2021272.0,100.0,602112.0,,chip_017_056,chip_050_055,chip_013_026
71,71,000_071,-98.97616116416263,32.51135200487265,14SMB,0.0,0.0,0.0,100.0,100.0,100.0,2021077.0,2021222.0,2021272.0,100.0,602112.0,,chip_037_075,chip_021_014,chip_008_068
72,72,000_072,-98.97391104378632,32.45111792299808,14SMA,47569.0,43385.0,49065.0,0.3148915816326531,0.4444355867346938,0.3527582908163265,2021064.0,2021194.0,2021254.0,0.4444355867346938,0.0,344.0,chip_041_036,chip_023_048,chip_024_023
73,73,000_073,-98.9716643221289,32.39087776928389,14SMA,45045.0,39741.0,49677.0,2.232142857142857,0.9506536989795918,0.1753826530612245,2021064.0,2021194.0,2021254.0,2.232142857142857,0.0,1110.0,chip_010_025,chip_039_055,chip_072_069
74,74,000_074,-98.96942099149828,32.33063148887165,14SMA,49313.0,41643.0,49602.0,0.0936702806122449,0.4125478316326531,0.1474808673469387,2021064.0,2021194.0,2021254.0,0.4125478316326531,0.0,3183.0,chip_041_022,chip_058_027,chip_066_071
75,75,000_075,-98.9671810442255,32.2703790269701,14SMA,49758.0,43396.0,49563.0,0.0558035714285714,0.3567442602040816,0.1733896683673469,2021064.0,2021194.0,2021254.0,0.3567442602040816,0.0,9974.0,chip_051_052,chip_026_039,chip_050_063
76,76,000_076,-98.96494447266473,32.210120328853954,14SMA,49749.0,43475.0,49122.0,0.0837053571428571,0.3188775510204081,0.1474808673469387,2021064.0,2021194.0,2021254.0,0.3188775510204081,0.0,9029.0,chip_011_048,chip_050_028,chip_010_021
77,77,000_077,-98.9627112691931,32.14985533986353,14SMA,49908.0,45111.0,49199.0,0.0458386479591836,0.2810108418367347,0.1076211734693877,2021064.0,2021194.0,2021254.0,0.2810108418367347,0.0,10384.0,chip_044_053,chip_024_006,chip_075_028
78,78,000_078,-98.96048142621076,32.089584005403644,14SMA,49402.0,42917.0,49225.0,0.2849968112244898,0.3607302295918368,0.1096141581632653,2021064.0,2021194.0,2021254.0,0.3607302295918368,0.0,13852.0,chip_070_064,chip_076_009,chip_063_005
79,79,000_079,-98.9582549361406,32.029306270943145,14SMA,49942.0,42936.0,48315.0,0.159438775510204,0.3567442602040816,0.119579081632653,2021064.0,2021194.0,2021254.0,0.3567442602040816,0.0,16046.0,chip_055_013,chip_059_027,chip_018_045
80,80,001_000,-99.06915630153811,36.777915868970695,14SMF,49452.0,41853.0,47312.0,0.0996492346938775,0.4823022959183674,0.2391581632653061,2021087.0,2021212.0,2021272.0,0.4823022959183674,0.0,2051.0,chip_052_052,chip_051_020,chip_050_052
81,81,001_001,-99.06670425827576,36.71796605954377,14SMF,48880.0,45220.0,47263.0,0.1415019132653061,0.2750318877551021,0.2291932397959184,2021087.0,2021212.0,2021272.0,0.2750318877551021,0.0,1471.0,chip_006_015,chip_079_027,chip_074_049
82,82,001_002,-99.0642561285542,36.65801430060237,14SMF,49285.0,41556.0,47673.0,0.1056281887755102,0.4763233418367347,0.1713966836734694,2021087.0,2021212.0,2021272.0,0.4763233418367347,0.0,1286.0,chip_014_014,chip_063_076,chip_023_056
83,83,001_003,-99.06181190301494,36.59806053032189,14SMF,49449.0,42321.0,46661.0,0.0916772959183673,0.5978954081632653,0.2212213010204081,2021087.0,2021212.0,2021272.0,0.5978954081632653,0.0,4051.0,chip_012_011,chip_036_026,chip_015_039
84,84,001_004,-99.05937157232935,36.53810468700997,14SMF,49343.0,43515.0,45638.0,0.4205197704081632,0.332828443877551,1.3173628826530612,2021087.0,2021212.0,2021272.0,1.3173628826530612,0.0,9400.0,chip_014_066,chip_002_037,chip_050_054
85,85,001_005,-99.0569351271984,36.478146709105246,14SMF,49825.0,42225.0,47154.0,0.0418526785714285,0.4225127551020408,0.1654177295918367,2021087.0,2021212.0,2021272.0,0.4225127551020408,0.0,5716.0,chip_038_074,chip_061_032,chip_025_075
86,86,001_006,-99.05450255835264,36.41818653517604,14SMF,49194.0,41366.0,45240.0,0.5062181122448979,0.4444355867346938,0.4264987244897959,2021087.0,2021212.0,2021272.0,0.5062181122448979,0.0,4154.0,chip_050_062,chip_009_006,chip_025_050
87,87,001_007,-99.05207385655208,36.35822410391976,14SMF,49351.0,43682.0,45769.0,0.6497130102040817,0.3348214285714285,1.9212372448979589,2021087.0,2021212.0,2021272.0,1.9212372448979589,0.0,3731.0,chip_016_030,chip_026_019,chip_070_059
88,88,001_008,-99.04964901258604,36.29825935416132,14SMF,49400.0,47326.0,47775.0,0.3946109693877551,0.2570950255102041,0.4504145408163266,2021087.0,2021212.0,2021272.0,0.4504145408163266,1.0,,chip_039_043,chip_021_010,chip_002_012
89,89,001_009,-99.04722801727316,36.23829222485232,14SMF,45251.0,45773.0,44460.0,0.332828443877551,0.3527582908163265,0.4544005102040816,2021087.0,2021212.0,2021272.0,0.4544005102040816,0.0,16142.0,chip_041_050,chip_009_041,chip_020_011
90,90,001_010,-99.04481086146104,36.178322655070055,14SMF,49039.0,44418.0,44270.0,0.3348214285714285,0.2909757653061225,0.5082110969387755,2021087.0,2021212.0,2021272.0,0.5082110969387755,0.0,22311.0,chip_004_057,chip_004_045,chip_022_054
91,91,001_011,-99.0423975360264,36.11835058401605,14SMF,49391.0,43813.0,44148.0,0.0777264030612244,0.3228635204081632,0.7214604591836735,2021087.0,2021212.0,2021272.0,0.7214604591836735,0.0,12301.0,chip_043_005,chip_035_074,chip_001_061
92,92,001_012,-99.0399880318747,36.05837595101553,14SME,48972.0,44105.0,42508.0,0.2291932397959184,0.2989477040816326,0.4683514030612245,2021167.0,2021212.0,2021257.0,0.4683514030612245,0.0,13738.0,chip_070_028,chip_075_004,chip_049_075
93,93,001_013,-99.03758233994029,35.99839869551589,14SME,47806.0,46375.0,44132.0,0.217235331632653,0.217235331632653,0.3228635204081632,2021167.0,2021212.0,2021257.0,0.3228635204081632,0.0,21094.0,chip_037_012,chip_017_026,chip_027_007
94,94,001_014,-99.035180451186,35.938418757086,14SME,48857.0,44816.0,43816.0,0.1036352040816326,0.2710459183673469,0.3706951530612245,2021167.0,2021212.0,2021257.0,0.3706951530612245,0.0,12293.0,chip_027_078,chip_075_035,chip_074_038
95,95,001_015,-99.03278235660343,35.87843607541496,14SME,49574.0,43773.0,43583.0,0.0677614795918367,0.4145408163265306,0.932716836734694,2021167.0,2021212.0,2021257.0,0.932716836734694,0.0,11162.0,chip_040_002,chip_007_076,chip_011_007
96,96,001_016,-99.03038804721236,35.818450590311095,14SME,49367.0,43238.0,43282.0,0.2869897959183674,0.3726881377551021,0.6397480867346939,2021167.0,2021212.0,2021257.0,0.6397480867346939,0.0,6622.0,chip_006_006,chip_055_009,chip_066_023
97,97,001_017,-99.02799751406108,35.75846224170104,14SME,49692.0,43479.0,41364.0,0.0438456632653061,0.3447863520408163,0.9107940051020408,2021167.0,2021212.0,2021257.0,0.9107940051020408,0.0,10646.0,chip_024_005,chip_006_038,chip_000_012
98,98,001_018,-99.02561074822576,35.69847096962849,14SME,49311.0,44420.0,41737.0,0.2909757653061225,0.29296875,1.6302614795918366,2021167.0,2021212.0,2021257.0,1.6302614795918366,0.0,14316.0,chip_024_035,chip_044_004,chip_049_000
99,99,001_019,-99.0232277408111,35.6384767142534,14SME,49258.0,45537.0,35918.0,0.2032844387755102,0.1992984693877551,7.694913903061225,2021167.0,2021212.0,2021257.0,7.694913903061225,0.0,,chip_011_057,chip_054_026,chip_067_078
100,100,001_020,-99.02084848294945,35.57847941585089,14SME,48789.0,45058.0,40139.0,0.1853475765306122,0.2810108418367347,4.534040178571429,2021167.0,2021212.0,2021257.0,4.534040178571429,0.0,20735.0,chip_043_069,chip_014_042,chip_006_035
101,101,001_021,-99.01847296580108,35.51847901481017,14SME,46035.0,41887.0,42857.0,0.7374043367346939,0.5381058673469388,1.5266262755102042,2021167.0,2021212.0,2021257.0,1.5266262755102042,0.0,26310.0,chip_071_016,chip_073_006,chip_069_024
102,102,001_022,-99.01610118055412,35.458475451633845,14SME,47385.0,42490.0,40847.0,0.5321269132653061,0.4563934948979592,2.264030612244898,2021167.0,2021212.0,2021257.0,2.264030612244898,0.0,19495.0,chip_029_011,chip_050_073,chip_002_047
103,103,001_023,-99.01373311842424,35.39846866693624,14SME,47438.0,44457.0,45853.0,0.1913265306122449,0.2830038265306122,0.4165338010204081,2021167.0,2021212.0,2021257.0,0.4165338010204081,0.0,35623.0,chip_025_019,chip_022_037,chip_051_062
104,104,001_024,-99.0113687706547,35.33845860144324,14SME,48914.0,43708.0,43665.0,0.1913265306122449,0.3926179846938776,1.6501913265306123,2021167.0,2021212.0,2021257.0,1.6501913265306123,0.0,21374.0,chip_000_051,chip_023_022,chip_024_040
105,105,001_025,-99.00900812851616,35.278445195990784,14SME,46187.0,42447.0,43734.0,0.5082110969387755,0.4603794642857143,0.4085618622448979,2021167.0,2021212.0,2021257.0,0.5082110969387755,0.0,25285.0,chip_014_056,chip_002_078,chip_064_040
106,106,001_026,-99.0066511833067,35.218428391523965,14SME,48571.0,44182.0,41415.0,0.430484693877551,0.2331792091836734,1.7797353316326532,2021167.0,2021212.0,2021257.0,1.7797353316326532,0.0,23914.0,chip_019_047,chip_027_056,chip_060_075
107,107,001_027,-99.0042979263514,35.158408129096216,14SMD,37851.0,23226.0,45365.0,5.139907525510204,13.54033801020408,0.9367028061224488,2021082.0,2021192.0,2021262.0,13.54033801020408,11.0,,chip_025_000,chip_038_078,chip_013_079
108,108,001_028,-99.00194834900272,35.098384349868134,14SMD,40663.0,34000.0,45637.0,1.2535873724489797,8.061623086734691,0.2232142857142857,2021082.0,2021192.0,2021262.0,8.061623086734691,2.0,,chip_047_058,chip_016_056,chip_031_009
